Transaction_ID,Customer_ID,Transaction_Date,Customer_Age,Customer_Gender,Product_Category,Quantity,Unit_Price,Total_Spent,Payment_Method,Customer_Satisfaction,Month_Year,Age_Group
TX100056,CUST1034,2025-03-07,44.0,Other,Electronics,3.0,173.33,519.99,Credit Card,3,2025-03,36-50
TX100367,CUST1073,2025-01-24,23.0,Male,Home & Kitchen,5.0,431.48,2157.4,Debit Card,2,2025-01,18-25
TX100682,CUST1190,2026-04-30,68.0,Male,Home & Kitchen,1.0,136.32,136.32,Debit Card,4,2026-04,65+
TX100977,CUST1004,2025-11-15,73.0,Male,Books,2.0,25.14,50.28,GPay,3,2025-11,65+
TX101180,CUST1108,2025-02-18,59.0,Female,Beauty,1.0,8.4,8.4,Debit Card,2,2025-02,51-65
TX100677,CUST1076,2025-03-03,22.0,Male,Unknown,5.0,464.32,2321.6,Cash,1,2025-03,18-25
TX101076,CUST1128,2025-09-08,40.0,Female,Clothing,3.0,101.67,305.01,GPay,2,2025-09,36-50
TX100172,CUST1107,2025-08-16,27.0,Other,Books,5.0,17.15,85.75,Credit Card,1,2025-08,26-35
TX100168,CUST1014,2025-08-16,54.0,Female,Clothing,2.0,44.48,88.96,GPay,4,2025-08,51-65
TX100396,CUST1052,2025-02-16,70.0,Other,Electronics,1.0,635.21,635.21,GPay,5,2025-02,65+
TX101070,CUST1056,2025-06-14,46.0,Female,Books,2.0,16.47,32.94,Debit Card,1,2025-06,36-50
TX100437,CUST1110,2026-05-15,36.0,Female,Beauty,1.0,106.125,106.12,Cash,1,2026-05,36-50
TX101177,CUST1145,2026-02-19,46.0,Male,Beauty,3.0,106.125,318.38,GPay,1,2026-02,36-50
TX100094,CUST1127,2026-02-19,54.0,Female,Beauty,2.0,171.4,342.8,GPay,2,2026-02,51-65
TX100309,CUST1021,2025-06-08,67.0,Female,Electronics,3.0,84.06,252.18,Credit Card,2,2025-06,65+
TX100069,CUST1095,2025-12-14,42.0,Female,Beauty,1.0,131.11,131.11,Credit Card,2,2025-12,36-50
TX101006,CUST1128,2025-03-14,46.0,Male,Clothing,5.0,101.09,505.45,Debit Card,5,2025-03,36-50
TX100400,CUST1190,2026-03-26,66.0,Female,Clothing,2.0,62.14,124.28,GPay,5,2026-03,65+
TX100560,CUST1051,2026-05-03,68.0,Unknown,Clothing,2.0,60.66,121.32,Debit Card,2,2026-05,65+
TX100529,CUST1135,2026-05-03,38.0,Male,Clothing,5.0,106.75,533.75,Debit Card,2,2026-05,36-50
TX100404,CUST1002,2025-07-01,44.0,Unknown,Home & Kitchen,1.0,446.73,446.73,Cash,3,2025-07,36-50
TX100243,CUST1058,2025-03-19,64.0,Other,Clothing,2.0,56.91,113.82,GPay,5,2025-03,51-65
TX100808,CUST1199,2025-09-24,24.0,Male,Beauty,1.0,118.67,118.67,Cash,5,2025-09,18-25
TX100306,CUST1014,2025-05-20,46.0,Other,Unknown,2.0,1151.74,2303.48,Debit Card,3,2025-05,36-50
TX100132,CUST1027,2025-06-10,70.0,Male,Beauty,2.0,92.5,185.0,Cash,2,2025-06,65+
TX101175,CUST1132,2025-05-24,28.0,Female,Books,2.0,19.54,39.08,GPay,3,2025-05,26-35
TX100648,CUST1132,2026-03-14,40.0,Other,Home & Kitchen,1.0,214.03,214.03,Credit Card,3,2026-03,36-50
TX101088,CUST1151,2026-03-14,33.0,Male,Beauty,2.0,155.34,310.68,Debit Card,5,2026-03,26-35
TX101009,CUST1134,2026-01-17,66.0,Male,Books,5.0,36.06,180.3,Unknown,2,2026-01,65+
TX100022,CUST1050,2026-01-03,59.0,Male,Beauty,2.0,184.15,368.3,Debit Card,5,2026-01,51-65
TX100509,CUST1085,2026-01-03,40.0,Male,Beauty,5.0,104.01,520.05,Credit Card,5,2026-01,36-50
TX100594,CUST1145,2025-02-17,50.0,Male,Unknown,4.0,1230.28,4921.12,Debit Card,5,2025-02,36-50
TX100700,CUST1129,2025-09-16,27.0,Male,Beauty,4.0,41.63,166.52,Credit Card,5,2025-09,26-35
TX100220,CUST1035,2026-05-12,58.0,Other,Beauty,5.0,111.62,558.1,Debit Card,1,2026-05,51-65
TX100513,CUST1151,2025-06-01,46.0,Male,Electronics,2.0,438.24,876.48,Debit Card,4,2025-06,36-50
TX100157,CUST1176,2026-03-20,23.0,Other,Beauty,5.0,106.125,530.62,Unknown,2,2026-03,18-25
TX100790,CUST1108,2026-03-20,45.0,Female,Beauty,1.0,141.85,141.85,Unknown,3,2026-03,36-50
TX100490,CUST1188,2026-02-26,31.0,Female,Electronics,5.0,725.6,3628.0,Credit Card,4,2026-02,26-35
TX100007,CUST1040,2026-02-26,49.0,Female,Clothing,4.0,62.14,248.56,Cash,5,2026-02,36-50
TX100195,CUST1040,2025-10-17,46.0,Male,Books,2.0,35.58,71.16,Debit Card,2,2025-10,36-50
TX100534,CUST1158,2025-07-14,51.0,Male,Home & Kitchen,4.0,275.06,1100.24,Debit Card,5,2025-07,51-65
TX100246,CUST1092,2025-02-10,56.0,Other,Books,2.0,13.7,27.4,Debit Card,2,2025-02,51-65
TX100902,CUST1089,2025-10-14,70.0,Other,Clothing,4.0,30.13,120.52,Credit Card,4,2025-10,65+
TX100699,CUST1043,2025-10-14,24.0,Male,Books,2.0,25.14,50.28,GPay,1,2025-10,18-25
TX100343,CUST1012,2025-12-02,64.0,Other,Home & Kitchen,1.0,106.81,106.81,Credit Card,1,2025-12,51-65
TX100639,CUST1100,2025-12-05,37.0,Female,Beauty,1.0,169.31,169.31,Cash,4,2025-12,36-50
TX101043,CUST1111,2025-04-10,20.0,Male,Electronics,2.0,817.34,1634.68,Credit Card,5,2025-04,18-25
TX100850,CUST1141,2025-02-12,36.0,Other,Home & Kitchen,1.0,271.49,271.49,GPay,4,2025-02,36-50
TX100211,CUST1056,2026-04-03,30.0,Male,Home & Kitchen,2.0,378.81,757.62,Credit Card,5,2026-04,26-35
TX101184,CUST1016,2025-03-21,48.0,Other,Books,3.0,16.07,48.21,Debit Card,2,2025-03,36-50
TX100199,CUST1151,2025-12-01,46.0,Female,Books,2.0,24.8,49.6,GPay,5,2025-12,36-50
TX100523,CUST1055,2026-02-18,68.0,Female,Beauty,2.0,106.125,212.25,Cash,5,2026-02,65+
TX101058,CUST1119,2026-02-18,70.0,Other,Beauty,2.0,145.85,291.7,Credit Card,5,2026-02,65+
TX100614,CUST1165,2026-05-04,46.0,Other,Books,1.0,20.63,20.63,Credit Card,4,2026-05,36-50
TX100998,CUST1146,2026-01-12,19.0,Female,Electronics,4.0,1132.12,4528.48,Debit Card,1,2026-01,18-25
TX100522,CUST1019,2025-11-25,56.0,Female,Home & Kitchen,1.0,285.53,285.53,Unknown,5,2025-11,51-65
TX100518,CUST1137,2025-08-26,34.0,Female,Clothing,1.0,62.14,62.14,Cash,3,2025-08,26-35
TX101200,CUST1138,2025-04-17,22.0,Female,Clothing,2.0,118.61,237.22,GPay,4,2025-04,18-25
TX100087,CUST1103,2025-09-14,69.0,Female,Beauty,5.0,69.16,345.8,Debit Card,5,2025-09,65+
TX101103,CUST1019,2025-05-25,59.0,Male,Unknown,5.0,1067.94,5339.7,Cash,5,2025-05,51-65
TX101037,CUST1054,2026-01-04,33.0,Male,Books,2.0,16.74,33.48,Debit Card,1,2026-01,26-35
TX100121,CUST1085,2025-10-14,29.0,Other,Beauty,4.0,82.66,330.64,Credit Card,5,2025-10,26-35
TX100409,CUST1097,2025-03-05,48.0,Male,Electronics,5.0,1191.84,5959.2,Unknown,5,2025-03,36-50
TX100002,CUST1002,2026-01-24,31.0,Unknown,Books,3.0,32.17,96.51,Cash,5,2026-01,26-35
TX100311,CUST1194,2025-10-03,50.0,Female,Clothing,1.0,29.89,29.89,GPay,3,2025-10,36-50
TX100082,CUST1044,2025-10-03,54.0,Male,Beauty,5.0,87.98,439.9,Debit Card,5,2025-10,51-65
TX100355,CUST1100,2026-01-07,52.0,Male,Beauty,2.0,12.5,25.0,Debit Card,5,2026-01,51-65
TX100280,CUST1039,2026-01-07,62.0,Female,Books,1.0,29.31,29.31,Debit Card,4,2026-01,51-65
TX100593,CUST1036,2025-03-03,69.0,Other,Beauty,4.0,106.125,424.5,Debit Card,1,2025-03,65+
TX101179,CUST1031,2025-07-03,46.0,Female,Clothing,2.0,23.32,46.64,Debit Card,1,2025-07,36-50
TX100971,CUST1026,2025-07-14,20.0,Other,Clothing,2.0,69.92,139.84,Credit Card,5,2025-07,18-25
TX100572,CUST1095,2025-06-05,19.0,Other,Beauty,1.0,152.27,152.27,Unknown,5,2025-06,18-25
TX100126,CUST1116,2025-05-15,25.0,Male,Beauty,5.0,129.49,647.45,GPay,5,2025-05,18-25
TX101082,CUST1156,2025-05-15,45.0,Male,Home & Kitchen,1.0,420.66,420.66,Credit Card,4,2025-05,36-50
TX100052,CUST1033,2026-02-07,31.0,Male,Beauty,2.0,197.61,395.22,Credit Card,2,2026-02,26-35
TX100161,CUST1114,2025-04-19,41.0,Other,Beauty,5.0,176.83,884.15,Credit Card,1,2025-04,36-50
TX100338,CUST1083,2025-03-20,48.0,Female,Home & Kitchen,4.0,156.34,625.36,Unknown,1,2025-03,36-50
TX100860,CUST1198,2025-07-11,53.0,Male,Home & Kitchen,4.0,400.37,1601.48,Cash,1,2025-07,51-65
TX100954,CUST1113,2026-02-11,42.0,Female,Clothing,1.0,103.29,103.29,Cash,5,2026-02,36-50
TX100645,CUST1113,2025-10-27,49.0,Unknown,Electronics,2.0,943.57,1887.14,Unknown,3,2025-10,36-50
TX100366,CUST1063,2025-10-03,70.0,Other,Clothing,4.0,40.06,160.24,Unknown,5,2025-10,65+
TX101002,CUST1131,2025-06-05,27.0,Female,Home & Kitchen,4.0,397.24,1588.96,Unknown,4,2025-06,26-35
TX101051,CUST1189,2025-02-18,46.0,Female,Books,4.0,25.14,100.56,Cash,4,2025-02,36-50
TX100503,CUST1031,2025-10-16,59.0,Other,Home & Kitchen,4.0,214.03,856.12,GPay,5,2025-10,51-65
TX100023,CUST1110,2026-03-02,48.0,Male,Beauty,3.0,92.46,277.38,Credit Card,4,2026-03,36-50
TX101137,CUST1056,2025-04-02,75.0,Other,Beauty,4.0,139.58,558.32,Credit Card,5,2025-04,65+
TX100259,CUST1056,2025-09-26,67.0,Male,Books,3.0,46.56,139.68,GPay,5,2025-09,65+
TX100278,CUST1076,2025-08-28,35.0,Other,Home & Kitchen,1.0,135.62,135.62,Unknown,5,2025-08,26-35
TX100218,CUST1114,2026-02-04,46.0,Male,Home & Kitchen,4.0,59.81,239.24,Cash,1,2026-02,36-50
TX100123,CUST1081,2025-03-02,27.0,Female,Books,5.0,36.2,181.0,Debit Card,4,2025-03,26-35
TX100582,CUST1058,2025-03-18,59.0,Female,Electronics,3.0,1003.08,3009.24,Credit Card,5,2025-03,51-65
TX100761,CUST1110,2025-08-11,65.0,Male,Unknown,2.0,554.76,1109.52,Credit Card,4,2025-08,51-65
TX101199,CUST1024,2025-08-11,46.0,Other,Books,5.0,14.09,70.45,Credit Card,3,2025-08,36-50
TX100631,CUST1176,2026-03-24,50.0,Other,Electronics,1.0,1074.37,1074.37,Credit Card,5,2026-03,36-50
TX101042,CUST1042,2025-05-06,56.0,Male,Books,4.0,6.79,27.16,Debit Card,5,2025-05,51-65
TX100179,CUST1164,2025-06-05,39.0,Male,Home & Kitchen,3.0,326.42,979.26,Debit Card,3,2025-06,36-50
TX100398,CUST1183,2025-10-02,38.0,Unknown,Clothing,3.0,117.58,352.74,Cash,2,2025-10,36-50
TX100917,CUST1028,2025-11-03,72.0,Female,Books,3.0,33.26,99.78,Unknown,5,2025-11,65+
TX100340,CUST1189,2026-02-17,60.0,Female,Books,5.0,32.02,160.1,GPay,1,2026-02,51-65
TX100106,CUST1195,2026-03-06,20.0,Male,Beauty,4.0,64.68,258.72,GPay,3,2026-03,18-25
TX100711,CUST1152,2025-07-12,18.0,Female,Clothing,2.0,13.6,27.2,Debit Card,1,2025-07,18-25
TX101012,CUST1067,2025-07-23,61.0,Male,Electronics,3.0,795.3,2385.9,Credit Card,5,2025-07,51-65
TX100827,CUST1157,2025-08-08,22.0,Male,Books,3.0,31.1,93.3,GPay,5,2025-08,18-25
TX100891,CUST1033,2025-02-10,62.0,Unknown,Unknown,3.0,294.34,883.02,Debit Card,3,2025-02,51-65
TX100997,CUST1171,2026-03-20,56.0,Male,Electronics,5.0,378.61,1893.05,GPay,5,2026-03,51-65
TX101162,CUST1126,2025-07-14,33.0,Male,Books,1.0,34.59,34.59,Unknown,2,2025-07,26-35
TX100713,CUST1067,2025-03-22,56.0,Female,Home & Kitchen,4.0,171.06,684.24,Cash,2,2025-03,51-65
TX100999,CUST1079,2025-12-02,32.0,Female,Electronics,3.0,370.16,1110.48,GPay,2,2025-12,26-35
TX100388,CUST1009,2025-12-02,69.0,Other,Books,1.0,29.05,29.05,Cash,5,2025-12,65+
TX100578,CUST1094,2025-07-24,45.0,Male,Beauty,3.0,87.28,261.84,Credit Card,1,2025-07,36-50
TX100430,CUST1091,2026-02-13,46.0,Male,Home & Kitchen,1.0,214.03,214.03,Debit Card,5,2026-02,36-50
TX100162,CUST1093,2025-12-27,43.0,Male,Books,4.0,31.41,125.64,Credit Card,1,2025-12,36-50
TX100878,CUST1026,2025-11-28,51.0,Other,Electronics,4.0,177.5,710.0,Debit Card,5,2025-11,51-65
TX101001,CUST1040,2025-11-28,46.0,Female,Home & Kitchen,1.0,303.14,303.14,Credit Card,5,2025-11,36-50
TX100378,CUST1145,2026-05-09,24.0,Male,Electronics,4.0,943.4,3773.6,Unknown,4,2026-05,18-25
TX100779,CUST1140,2026-01-04,46.0,Other,Books,5.0,40.09,200.45,Credit Card,1,2026-01,36-50
TX100706,CUST1085,2025-05-12,27.0,Male,Home & Kitchen,1.0,214.03,214.03,GPay,3,2025-05,26-35
TX100159,CUST1038,2025-10-18,46.0,Male,Home & Kitchen,4.0,263.83,1055.32,Cash,3,2025-10,36-50
TX101164,CUST1190,2025-06-09,49.0,Male,Beauty,5.0,106.125,530.62,GPay,1,2025-06,36-50
TX101114,CUST1193,2025-06-09,49.0,Male,Electronics,5.0,86.83,434.15,Debit Card,1,2025-06,36-50
TX100314,CUST1017,2025-07-06,43.0,Female,Beauty,4.0,76.37,305.48,GPay,3,2025-07,36-50
TX101167,CUST1164,2026-02-21,35.0,Unknown,Beauty,4.0,40.35,161.4,GPay,5,2026-02,26-35
TX100571,CUST1100,2025-09-01,27.0,Female,Clothing,1.0,82.68,82.68,Debit Card,5,2025-09,26-35
TX101050,CUST1129,2026-03-24,35.0,Female,Beauty,1.0,119.66,119.66,Cash,4,2026-03,26-35
TX100125,CUST1074,2025-03-28,53.0,Other,Beauty,1.0,153.92,153.92,GPay,1,2025-03,51-65
TX100729,CUST1190,2025-01-27,46.0,Female,Home & Kitchen,3.0,214.03,642.09,Credit Card,2,2025-01,36-50
TX100491,CUST1037,2026-05-08,29.0,Unknown,Electronics,1.0,21.49,21.49,Credit Card,5,2026-05,26-35
TX100965,CUST1193,2026-05-08,46.0,Male,Clothing,1.0,19.13,19.13,Debit Card,1,2026-05,36-50
TX101087,CUST1133,2026-05-08,20.0,Male,Home & Kitchen,5.0,400.89,2004.45,Credit Card,2,2026-05,18-25
TX100004,CUST1042,2026-05-08,71.0,Male,Home & Kitchen,2.0,412.21,824.42,Cash,5,2026-05,65+
TX100091,CUST1144,2026-04-24,52.0,Female,Unknown,3.0,1433.86,4301.58,Cash,5,2026-04,51-65
TX101151,CUST1106,2025-08-10,54.0,Male,Clothing,5.0,80.28,401.4,Credit Card,2,2025-08,51-65
TX101120,CUST1081,2026-02-26,58.0,Other,Books,3.0,8.18,24.54,GPay,5,2026-02,51-65
TX100726,CUST1186,2026-01-25,71.0,Male,Books,1.0,7.47,7.47,Cash,4,2026-01,65+
TX100141,CUST1189,2026-01-08,46.0,Male,Electronics,5.0,631.32,3156.6,Credit Card,4,2026-01,36-50
TX100498,CUST1178,2025-06-10,40.0,Female,Beauty,1.0,24.98,24.98,Debit Card,5,2025-06,36-50
TX100029,CUST1028,2025-08-10,27.0,Other,Unknown,5.0,1166.47,5832.35,GPay,4,2025-08,26-35
TX100101,CUST1064,2025-08-24,46.0,Other,Electronics,1.0,899.04,899.04,GPay,2,2025-08,36-50
TX101041,CUST1021,2026-02-07,29.0,Male,Home & Kitchen,3.0,209.54,628.62,GPay,2,2026-02,26-35
TX100600,CUST1033,2025-09-23,21.0,Male,Books,2.0,25.14,50.28,Credit Card,2,2025-09,18-25
TX101191,CUST1002,2025-04-06,46.0,Other,Electronics,5.0,1090.1,5450.5,Debit Card,4,2025-04,36-50
TX100853,CUST1069,2026-01-31,41.0,Male,Clothing,4.0,68.77,275.08,Cash,5,2026-01,36-50
TX100380,CUST1046,2025-04-11,46.0,Male,Electronics,1.0,695.18,695.18,Cash,2,2025-04,36-50
TX100305,CUST1127,2026-12-05,54.0,Female,Unknown,5.0,45.97,229.85,Cash,2,2026-12,51-65
TX100559,CUST1188,2025-07-24,56.0,Other,Clothing,3.0,114.94,344.82,Debit Card,5,2025-07,51-65
TX100482,CUST1006,2025-05-26,18.0,Unknown,Books,5.0,6.76,33.8,Cash,3,2025-05,18-25
TX100330,CUST1067,2025-03-30,30.0,Female,Books,1.0,46.54,46.54,Cash,2,2025-03,26-35
TX100669,CUST1078,2025-08-16,21.0,Other,Unknown,4.0,987.37,3949.48,GPay,2,2025-08,18-25
TX100716,CUST1182,2026-03-18,63.0,Female,Clothing,2.0,114.97,229.94,Unknown,2,2026-03,51-65
TX100912,CUST1090,2025-02-26,31.0,Male,Beauty,5.0,171.19,855.95,Debit Card,4,2025-02,26-35
TX100714,CUST1080,2025-12-08,27.0,Male,Clothing,1.0,26.43,26.43,GPay,1,2025-12,26-35
TX100558,CUST1009,2025-06-15,46.0,Female,Electronics,1.0,260.86,260.86,Cash,4,2025-06,36-50
TX101146,CUST1066,2025-06-21,37.0,Female,Home & Kitchen,1.0,90.37,90.37,GPay,5,2025-06,36-50
TX101149,CUST1179,2025-07-09,35.0,Unknown,Home & Kitchen,5.0,267.54,1337.7,Debit Card,3,2025-07,26-35
TX100407,CUST1188,2025-07-30,18.0,Male,Books,2.0,41.74,83.48,Cash,4,2025-07,18-25
TX100438,CUST1180,2026-01-09,46.0,Male,Clothing,5.0,31.96,159.8,GPay,4,2026-01,36-50
TX100449,CUST1012,2025-02-22,46.0,Male,Books,3.0,15.16,45.48,Credit Card,1,2025-02,36-50
TX100223,CUST1083,2025-02-22,24.0,Male,Clothing,4.0,33.89,135.56,Debit Card,1,2025-02,18-25
TX100236,CUST1107,2026-04-22,72.0,Male,Beauty,5.0,36.72,183.6,Cash,5,2026-04,65+
TX100540,CUST1078,2025-05-21,46.0,Female,Books,3.0,45.84,137.52,Cash,3,2025-05,36-50
TX100993,CUST1024,2025-12-06,39.0,Other,Electronics,1.0,121.25,121.25,Cash,4,2025-12,36-50
TX100969,CUST1035,2025-06-03,75.0,Other,Books,4.0,8.55,34.2,GPay,5,2025-06,65+
TX100549,CUST1144,2025-07-21,37.0,Female,Beauty,1.0,168.05,168.05,Debit Card,4,2025-07,36-50
TX100039,CUST1133,2025-07-05,21.0,Other,Unknown,4.0,966.435,3865.74,Debit Card,4,2025-07,18-25
TX101161,CUST1042,2026-05-12,23.0,Other,Home & Kitchen,4.0,421.24,1684.96,Unknown,3,2026-05,18-25
TX100759,CUST1101,2025-07-08,46.0,Male,Beauty,3.0,51.36,154.08,GPay,2,2025-07,36-50
TX101123,CUST1140,2025-02-21,51.0,Other,Clothing,4.0,10.77,43.08,Credit Card,5,2025-02,51-65
TX100629,CUST1135,2025-10-16,52.0,Female,Clothing,5.0,54.47,272.35,Debit Card,4,2025-10,51-65
TX100758,CUST1007,2026-02-20,25.0,Other,Unknown,3.0,718.96,2156.88,Credit Card,5,2026-02,18-25
TX100789,CUST1013,2025-12-04,35.0,Male,Home & Kitchen,4.0,61.77,247.08,GPay,2,2025-12,26-35
TX100464,CUST1120,2025-12-04,29.0,Female,Home & Kitchen,5.0,226.54,1132.7,Credit Card,5,2025-12,26-35
TX100080,CUST1142,2025-03-08,63.0,Other,Beauty,3.0,131.33,393.99,GPay,1,2025-03,51-65
TX100317,CUST1035,2025-06-09,61.0,Other,Books,2.0,27.8,55.6,Unknown,3,2025-06,51-65
TX100118,CUST1115,2025-11-03,73.0,Other,Home & Kitchen,2.0,301.06,602.12,Cash,5,2025-11,65+
TX100251,CUST1074,2025-11-17,46.0,Female,Books,5.0,44.72,223.6,Cash,5,2025-11,36-50
TX100718,CUST1071,2025-09-29,57.0,Other,Beauty,4.0,16.55,66.2,Credit Card,4,2025-09,51-65
TX100375,CUST1103,2025-02-19,46.0,Female,Beauty,1.0,95.18,95.18,Credit Card,5,2025-02,36-50
TX100760,CUST1056,2025-11-07,35.0,Female,Electronics,5.0,622.73,3113.65,Debit Card,4,2025-11,26-35
TX100381,CUST1034,2026-02-11,38.0,Other,Unknown,3.0,1188.59,3565.77,GPay,5,2026-02,36-50
TX100834,CUST1019,2025-08-31,71.0,Other,Home & Kitchen,2.0,58.5,117.0,Cash,1,2025-08,65+
TX100815,CUST1051,2025-09-18,47.0,Female,Unknown,5.0,1431.75,7158.75,Credit Card,5,2025-09,36-50
TX100876,CUST1143,2026-02-09,29.0,Other,Books,1.0,15.39,15.39,GPay,5,2026-02,26-35
TX100073,CUST1140,2025-09-17,46.0,Female,Home & Kitchen,1.0,350.6,350.6,Debit Card,4,2025-09,36-50
TX100219,CUST1027,2025-05-15,46.0,Male,Clothing,2.0,13.14,26.28,Cash,5,2025-05,36-50
TX100907,CUST1166,2025-08-21,31.0,Female,Clothing,2.0,24.5,49.0,Debit Card,5,2025-08,26-35
TX100777,CUST1037,2026-09-04,28.0,Unknown,Clothing,5.0,68.99,344.95,Cash,3,2026-09,26-35
TX100599,CUST1103,2026-05-08,22.0,Other,Electronics,1.0,1427.94,1427.94,GPay,1,2026-05,18-25
TX100110,CUST1097,2025-10-10,23.0,Female,Electronics,5.0,723.74,3618.7,Unknown,1,2025-10,18-25
TX100232,CUST1146,2025-11-17,24.0,Other,Books,2.0,29.75,59.5,Cash,5,2025-11,18-25
TX101190,CUST1108,2026-01-28,49.0,Male,Beauty,2.0,57.42,114.84,Credit Card,3,2026-01,36-50
TX100415,CUST1168,2025-11-25,34.0,Male,Beauty,1.0,117.99,117.99,Credit Card,5,2025-11,26-35
TX100996,CUST1080,2025-11-25,23.0,Male,Unknown,1.0,966.435,966.44,Debit Card,3,2025-11,18-25
TX100797,CUST1053,2026-01-03,67.0,Other,Books,3.0,26.6,79.8,Debit Card,2,2026-01,65+
TX101005,CUST1089,2026-03-10,23.0,Female,Home & Kitchen,2.0,122.5,245.0,Cash,2,2026-03,18-25
TX100670,CUST1031,2026-03-10,46.0,Male,Books,3.0,17.15,51.45,GPay,4,2026-03,36-50
TX100310,CUST1048,2025-12-10,35.0,Unknown,Beauty,5.0,117.49,587.45,GPay,5,2025-12,26-35
TX101057,CUST1196,2025-02-05,46.0,Other,Beauty,5.0,106.125,530.62,Debit Card,2,2025-02,36-50
TX100610,CUST1101,2025-10-30,35.0,Female,Beauty,4.0,35.34,141.36,Debit Card,5,2025-10,26-35
TX100516,CUST1030,2025-01-11,42.0,Male,Beauty,4.0,81.86,327.44,Cash,3,2025-01,36-50
TX100451,CUST1027,2025-05-19,63.0,Male,Clothing,4.0,89.35,357.4,Cash,1,2025-05,51-65
TX101047,CUST1065,2025-11-06,35.0,Male,Home & Kitchen,4.0,23.6,94.4,GPay,2,2025-11,26-35
TX101156,CUST1008,2025-02-28,35.0,Male,Clothing,1.0,62.39,62.39,Debit Card,3,2025-02,26-35
TX100209,CUST1067,2025-03-31,36.0,Male,Unknown,4.0,853.49,3413.96,Unknown,5,2025-03,36-50
TX100945,CUST1157,2026-03-22,46.0,Other,Clothing,5.0,40.01,200.05,Debit Card,5,2026-03,36-50
TX100165,CUST1164,2025-06-16,46.0,Other,Beauty,2.0,146.49,292.98,Cash,5,2025-06,36-50
TX100329,CUST1165,2025-11-25,18.0,Other,Electronics,5.0,1076.07,5380.35,Cash,2,2025-11,18-25
TX101029,CUST1184,2025-08-03,47.0,Other,Clothing,5.0,51.1,255.5,Cash,4,2025-08,36-50
TX100450,CUST1058,2025-02-22,41.0,Unknown,Beauty,5.0,72.29,361.45,Debit Card,3,2025-02,36-50
TX100720,CUST1013,2026-05-06,75.0,Female,Home & Kitchen,5.0,107.84,539.2,GPay,3,2026-05,65+
TX100796,CUST1135,2025-04-22,65.0,Male,Clothing,5.0,20.19,100.95,GPay,2,2025-04,51-65
TX101155,CUST1171,2025-02-26,46.0,Male,Electronics,5.0,351.81,1759.05,Cash,5,2025-02,36-50
TX100982,CUST1008,2025-01-31,69.0,Male,Clothing,1.0,81.98,81.98,Cash,5,2025-01,65+
TX101091,CUST1127,2025-01-27,69.0,Female,Books,3.0,25.2,75.6,Cash,3,2025-01,65+
TX100806,CUST1022,2025-04-18,25.0,Male,Electronics,4.0,626.97,2507.88,Credit Card,4,2025-04,18-25
TX100839,CUST1065,2025-10-01,66.0,Unknown,Beauty,1.0,106.125,106.12,Debit Card,5,2025-10,65+
TX100020,CUST1084,2025-07-26,60.0,Unknown,Home & Kitchen,1.0,147.19,147.19,Debit Card,2,2025-07,51-65
TX100454,CUST1063,2025-04-18,62.0,Female,Books,1.0,34.82,34.82,Debit Card,1,2025-04,51-65
TX101102,CUST1108,2025-04-18,18.0,Male,Beauty,1.0,170.61,170.61,Unknown,5,2025-04,18-25
TX100408,CUST1044,2025-01-04,29.0,Male,Clothing,2.0,99.01,198.02,Credit Card,1,2025-01,26-35
TX100116,CUST1167,2026-05-14,62.0,Female,Unknown,4.0,1452.29,5809.16,Cash,5,2026-05,51-65
TX100455,CUST1004,2025-10-19,26.0,Other,Home & Kitchen,1.0,139.74,139.74,GPay,4,2025-10,26-35
TX100315,CUST1126,2025-10-19,21.0,Female,Unknown,3.0,246.05,738.15,Cash,4,2025-10,18-25
TX100554,CUST1080,2025-05-21,71.0,Other,Electronics,2.0,489.9,979.8,Credit Card,4,2025-05,65+
TX100906,CUST1005,2025-05-21,73.0,Male,Electronics,2.0,865.93,1731.86,Unknown,5,2025-05,65+
TX101024,CUST1167,2026-03-31,46.0,Male,Beauty,3.0,168.73,506.19,GPay,5,2026-03,36-50
TX101106,CUST1078,2026-04-26,46.0,Other,Books,5.0,25.14,125.7,Cash,5,2026-04,36-50
TX100932,CUST1090,2025-10-05,59.0,Other,Home & Kitchen,4.0,109.99,439.96,Cash,4,2025-10,51-65
TX100769,CUST1140,2025-12-13,53.0,Female,Electronics,4.0,1216.94,4867.76,Debit Card,1,2025-12,51-65
TX100663,CUST1042,2026-04-27,40.0,Female,Books,5.0,23.74,118.7,Credit Card,1,2026-04,36-50
TX100238,CUST1051,2025-10-15,25.0,Female,Books,2.0,19.43,38.86,Debit Card,4,2025-10,18-25
TX100267,CUST1148,2025-08-17,54.0,Other,Books,1.0,49.56,49.56,GPay,5,2025-08,51-65
TX100649,CUST1017,2025-03-20,22.0,Male,Beauty,4.0,129.15,516.6,Credit Card,1,2025-03,18-25
TX101004,CUST1038,2025-08-26,37.0,Other,Beauty,1.0,109.42,109.42,Cash,1,2025-08,36-50
TX100100,CUST1115,2026-03-22,46.0,Female,Beauty,2.0,168.29,336.58,Cash,2,2026-03,36-50
TX101099,CUST1114,2025-06-15,30.0,Male,Books,1.0,35.3,35.3,Unknown,2,2025-06,26-35
TX100322,CUST1048,2025-10-23,47.0,Other,Books,1.0,28.5,28.5,Debit Card,1,2025-10,36-50
TX100533,CUST1097,2026-03-23,49.0,Other,Clothing,1.0,92.44,92.44,GPay,3,2026-03,36-50
